person_id,belongs_to_groups,belongs_to_household,educational_involvement,lifetime_raised,first_degree,last_degree,multiple_degree,faculty,province,grad_year,event_count_all,event_count_5years,events_target_year
P001080,0,0,3,12.94,BComm,BComm,0,Arts,AB,2022,5,4,3
P001081,1,1,0,124.5,BSc,BSc,0,Business,BC,2004,13,11,7
P001082,1,0,1,539.97,BSc,BSc,0,Business,ON,1984,14,9,7
P001083,0,1,2,29.57,BA,MEng,1,Business,BC,1992,9,7,6
P001084,1,1,3,1123.63,MA,MA,0,Business,QC,1991,19,10,9
P001085,1,1,0,61.52,MA,MA,0,Arts,AB,2019,13,6,4
P001086,1,0,5,147.18,BA,BA,0,Science,ON,2008,15,9,7
P001087,1,1,3,40.76,BSc,BSc,0,Medicine,BC,1979,13,8,6
P001088,1,0,4,51.88,BA,Cert,1,Engineering,BC,2009,16,10,7
P001089,0,0,0,23.55,BA,BA,0,Business,BC,2024,6,5,1
P001090,1,1,4,27.17,MEng,MEng,0,Engineering,BC,1988,19,10,7
P001091,0,1,0,11.13,PhD,BA,1,Arts,BC,2008,11,6,3
P001092,0,0,0,165.62,MA,MA,0,Medicine,AB,2016,13,4,2
P001093,0,0,3,25.17,Cert,Cert,0,Business,ON,2011,3,3,3
P001094,0,0,5,87.7,Cert,MBA,1,Science,Other,2023,14,9,6
P001095,1,1,5,84.83,Cert,Cert,0,Science,ON,1976,20,12,9
P001096,0,0,5,37.92,MA,MA,0,Arts,ON,2024,14,13,9
P001097,0,0,2,67.24,BSc,BComm,1,Business,BC,2017,16,11,9
P001098,0,0,3,59.8,MA,Cert,1,Arts,AB,2006,12,10,8
P001099,0,1,2,43.0,Cert,BSc,1,Arts,ON,1992,11,9,8
P001100,0,1,5,67.31,BA,BA,0,Arts,ON,2023,14,11,8
P001101,0,1,5,67.36,BSc,BSc,0,Engineering,Other,1977,15,10,9
P001102,0,0,1,27.89,BComm,BComm,0,Business,ON,2013,6,4,1
P001103,0,0,3,22.22,Cert,Cert,0,Business,QC,1984,5,8,4
P001104,1,0,2,32.1,MA,BComm,1,Science,BC,1981,17,10,7
P001105,0,1,4,71.33,BComm,BComm,0,Science,BC,1987,16,9,7
P001106,0,0,1,201.62,BSc,MA,1,Medicine,ON,1993,11,5,4
P001107,1,0,2,216.63,BA,BA,0,Medicine,AB,2024,20,10,7
P001108,0,0,4,83.58,BSc,BSc,0,Business,QC,1996,12,10,9
P001109,0,1,5,140.79,BSc,BSc,0,Arts,ON,1986,15,10,8
P001110,0,1,5,71.38,Cert,MEng,1,Arts,BC,1998,19,10,6
P001111,1,0,4,160.34,BA,BA,0,Arts,QC,1998,15,9,9
P001112,0,0,5,71.66,MBA,Cert,1,Science,QC,1984,7,8,6
P001113,1,0,0,89.15,MA,MA,0,Science,ON,1983,13,7,3
P001114,1,0,0,50.98,MA,MA,0,Science,ON,1994,17,5,5
P001115,0,0,2,64.14,BComm,BComm,0,Medicine,BC,2021,17,8,5
P001116,0,0,4,308.53,BSc,Cert,1,Science,BC,2001,20,7,6
P001117,0,0,0,23.96,PhD,PhD,0,Engineering,ON,2008,4,5,1
P001118,0,1,3,64.57,BComm,BComm,0,Engineering,Other,2010,12,9,8
P001119,0,1,5,39.53,BSc,BSc,0,Arts,BC,2020,10,11,9
P001120,0,0,1,142.27,MA,BA,1,Science,AB,2002,17,3,3
P001121,1,0,2,288.28,BA,PhD,1,Arts,BC,2005,18,9,6
P001122,0,1,5,49.77,MBA,MBA,0,Arts,BC,1976,14,11,9
P001123,1,1,4,6.52,Cert,Cert,0,Medicine,BC,1998,15,6,6
P001124,0,1,3,107.0,BComm,Cert,1,Business,ON,2003,14,12,9
P001125,0,1,0,107.05,BA,BComm,1,Medicine,BC,1982,12,9,5
P001126,0,0,0,15.99,BComm,BComm,0,Business,BC,2013,5,1,0
P001127,0,0,2,52.67,BComm,BComm,0,Medicine,BC,2014,7,5,5
P001128,0,0,2,60.85,PhD,PhD,0,Business,BC,2024,16,6,3
P001129,0,1,0,9.5,MBA,MEng,1,Engineering,ON,1982,14,4,3
P001130,0,1,4,112.35,MEng,MEng,0,Arts,BC,1985,22,11,9
P001131,1,1,5,92.48,BA,BA,0,Arts,BC,1978,9,10,7
P001132,1,0,5,78.32,MA,Cert,1,Medicine,AB,1994,21,10,9
P001133,1,0,2,26.71,BComm,BComm,0,Arts,BC,1999,12,11,7
P001134,0,0,1,35.63,BA,BA,0,Arts,QC,1982,12,0,0
P001135,0,0,2,38.02,BComm,BComm,0,Medicine,BC,1993,15,6,4
P001136,1,0,3,95.45,Cert,MA,1,Business,ON,2022,8,7,6
P001137,0,0,4,28.42,BA,BComm,1,Engineering,ON,2023,17,10,9
P001138,0,1,0,215.74,BA,BA,0,Business,BC,2007,5,5,1
P001139,1,0,3,87.76,BSc,PhD,1,Medicine,ON,2016,12,8,6
P001140,0,1,5,10.55,BA,PhD,1,Science,AB,2004,17,6,6
P001141,0,0,3,258.92,Cert,Cert,0,Arts,ON,2018,7,6,5
P001142,1,1,0,73.11,BA,BA,0,Science,QC,1993,18,12,9
P001143,1,1,0,40.62,BComm,BComm,0,Science,QC,2012,9,5,3
P001144,0,1,5,69.75,PhD,PhD,0,Science,Other,1990,15,8,8
P001145,1,0,3,14.09,MA,MA,0,Business,BC,2016,19,10,8
P001146,1,0,3,74.98,BA,BA,0,Business,ON,2013,16,12,8
P001147,0,1,3,8.33,BSc,BSc,0,Science,Other,2001,19,7,7
P001148,1,1,4,27.39,BComm,BComm,0,Business,AB,1993,13,11,7
P001149,1,0,2,197.01,Cert,Cert,0,Business,BC,2014,16,8,7
P001150,1,1,4,182.41,Cert,Cert,0,Business,AB,2023,13,10,8
P001151,0,1,2,48.17,BComm,BComm,0,Business,ON,2010,15,11,7
P001152,0,1,3,28.65,BA,BA,0,Arts,AB,2016,14,9,7
P001153,0,0,1,138.72,BSc,MA,1,Engineering,AB,1980,13,1,1
P001154,1,1,2,61.3,MEng,MEng,0,Medicine,AB,2015,20,11,7
P001155,1,1,0,76.19,PhD,BSc,1,Medicine,BC,1981,14,9,9
P001156,1,1,1,107.52,Cert,Cert,0,Medicine,BC,2010,12,10,7
P001157,0,0,0,26.11,Cert,Cert,0,Engineering,ON,2012,12,0,0
P001158,1,1,1,123.46,MBA,PhD,1,Medicine,QC,1983,17,6,6
P001159,1,1,1,11.0,MA,MA,0,Business,ON,2014,19,9,8
P001160,0,0,0,215.35,Cert,Cert,0,Arts,Other,2003,9,3,0
P001161,0,1,5,17.28,MA,MBA,1,Engineering,BC,2019,18,9,8
P001162,1,0,1,37.82,BSc,BSc,0,Science,QC,2001,13,3,3
P001163,0,0,4,36.54,PhD,PhD,0,Engineering,BC,1995,13,12,9
P001164,1,0,3,116.81,MEng,MEng,0,Business,ON,1985,19,11,9
P001165,0,1,0,118.52,BA,PhD,1,Science,AB,1977,7,5,5
P001166,0,1,3,85.87,BComm,BA,1,Engineering,AB,2017,15,10,8
P001167,0,0,3,100.01,MA,MBA,1,Science,Other,2019,12,7,7
P001168,0,1,3,94.01,BComm,BComm,0,Business,BC,1991,15,10,6
P001169,0,0,3,59.88,MA,MA,0,Arts,BC,2009,10,4,4
P001170,0,1,3,12.95,MA,MA,0,Arts,BC,2024,8,10,6
P001171,1,1,5,9.32,BA,BA,0,Engineering,ON,2014,17,12,8
P001172,1,0,5,9.35,Cert,Cert,0,Engineering,BC,2006,20,11,7
P001173,1,1,4,61.05,MBA,BA,1,Engineering,QC,2019,11,12,8
P001174,1,0,5,52.54,Cert,BComm,1,Arts,QC,1997,15,7,7
P001175,1,0,2,56.54,Cert,MEng,1,Arts,BC,1997,13,11,9
P001176,1,0,1,76.55,BComm,BComm,0,Arts,ON,2013,10,7,4
P001177,0,0,5,52.15,BA,BA,0,Engineering,ON,1994,20,12,8
P001178,1,0,3,27.58,PhD,MA,1,Engineering,ON,1996,18,7,6
P001179,1,0,5,18.12,MBA,MEng,1,Medicine,Other,1999,15,12,8
P001180,1,0,5,13.03,BComm,MEng,1,Arts,ON,2023,22,11,8
P001181,1,1,2,174.73,MBA,MBA,0,Medicine,BC,2004,18,11,9
P001182,1,0,1,135.07,BSc,MBA,1,Science,BC,1991,19,10,7
P001183,0,1,1,20.47,BSc,BSc,0,Science,BC,1985,16,8,4
P001184,1,1,4,50.38,BComm,BComm,0,Arts,BC,2005,14,8,6
P001185,0,0,0,91.45,MEng,MEng,0,Arts,ON,2009,12,3,0
P001186,1,1,3,239.42,PhD,PhD,0,Science,BC,1981,15,8,7
P001187,1,1,1,38.27,BSc,BSc,0,Science,BC,2016,12,9,7
P001188,1,0,4,73.18,BA,MA,1,Business,ON,2002,13,11,9
P001189,1,0,1,166.14,Cert,Cert,0,Science,BC,1981,14,5,5
P001190,0,0,3,14.82,MEng,MEng,0,Arts,ON,1987,17,9,5
P001191,0,0,5,34.26,Cert,Cert,0,Medicine,BC,1995,16,10,9
P001192,1,0,4,61.14,PhD,PhD,0,Medicine,QC,2001,14,11,7
P001193,0,1,0,34.59,BA,BA,0,Medicine,Other,2007,5,5,1
P001194,0,1,2,368.85,MA,MA,0,Medicine,BC,1996,10,10,9
P001195,0,0,3,130.34,BComm,BComm,0,Medicine,BC,2003,16,7,7
P001196,1,1,5,74.38,BComm,Cert,1,Arts,AB,1976,14,10,8
P001197,0,0,3,28.29,MEng,MEng,0,Business,Other,1986,10,6,3
P001198,1,0,3,130.17,BComm,BComm,0,Business,AB,2009,18,13,9
P001199,1,0,1,107.03,BA,PhD,1,Business,QC,2008,15,13,9
P001200,0,1,2,41.01,Cert,BComm,1,Arts,ON,1987,16,10,6
P001201,1,1,2,43.85,BA,BA,0,Science,Other,2003,13,11,8
P001202,1,0,3,18.57,MA,PhD,1,Arts,Other,1977,16,10,9
P001203,1,0,4,59.07,MA,MA,0,Arts,BC,1977,14,9,6
P001204,1,0,4,129.9,MBA,BSc,1,Engineering,BC,1998,17,13,9
P001205,0,0,1,145.37,PhD,PhD,0,Business,BC,2016,8,7,3
P001206,0,1,5,102.26,BA,MEng,1,Arts,BC,1989,20,10,6
P001207,1,1,4,125.41,BComm,BComm,0,Engineering,AB,1986,21,8,8
P001208,0,1,3,38.49,MA,MA,0,Science,AB,2022,22,7,6
P001209,0,1,5,42.49,BSc,BComm,1,Engineering,ON,2019,17,13,9
P001210,0,1,3,172.14,BA,BA,0,Engineering,BC,2011,14,8,8
P001211,1,0,5,91.71,MBA,MBA,0,Engineering,BC,2017,19,7,6
P001212,0,0,2,32.39,MA,BA,1,Arts,QC,2021,15,7,3
P001213,0,0,5,95.58,MBA,MBA,0,Arts,BC,1983,16,10,8
P001214,0,0,2,125.84,PhD,PhD,0,Business,AB,2006,16,3,3
P001215,1,1,3,113.52,BSc,BSc,0,Science,ON,2004,22,12,9
P001216,0,0,1,68.77,PhD,PhD,0,Science,BC,1994,1,5,1
P001217,1,0,3,40.84,Cert,Cert,0,Science,AB,2006,9,10,6
P001218,1,1,3,87.71,MEng,MBA,1,Business,BC,1984,15,7,6
P001219,0,0,0,258.7,MEng,MEng,0,Arts,BC,2010,4,2,2
P001220,0,1,5,71.03,MBA,PhD,1,Engineering,ON,2019,18,10,9
P001221,0,1,4,35.96,BA,MEng,1,Arts,ON,1995,12,8,7
P001222,1,1,3,83.36,BA,BSc,1,Business,ON,1991,18,11,8
P001223,1,1,4,22.44,MA,MA,0,Science,AB,2010,16,11,7
P001224,1,0,1,76.02,BComm,BComm,0,Science,BC,1975,11,4,4
P001225,0,0,4,48.89,BSc,BSc,0,Medicine,AB,2008,15,12,8
P001226,1,1,0,139.56,BSc,MEng,1,Arts,BC,2018,18,9,8
P001227,0,1,1,68.39,Cert,Cert,0,Arts,BC,2022,10,1,1
P001228,0,0,5,150.63,MBA,MBA,0,Engineering,BC,2003,21,9,8
P001229,0,0,5,427.41,BA,MBA,1,Medicine,BC,1998,22,9,9
P001230,0,1,1,52.3,BSc,BSc,0,Arts,BC,1997,11,7,3
P001231,0,0,4,31.26,BComm,PhD,1,Arts,BC,1982,9,7,6
P001232,1,1,4,91.99,BA,Cert,1,Business,BC,2017,22,10,9
P001233,1,0,4,58.26,MA,MA,0,Engineering,ON,2017,10,8,6
P001234,0,1,5,70.55,BA,PhD,1,Medicine,BC,2020,7,10,6
P001235,0,0,1,37.93,BA,BA,0,Arts,Other,1983,14,2,1
P001236,0,1,5,99.59,Cert,Cert,0,Business,ON,1987,10,6,6
P001237,0,1,3,66.38,BA,BA,0,Science,AB,1997,9,12,8
P001238,1,0,3,10.35,MBA,MBA,0,Business,ON,2009,17,12,9
P001239,0,1,2,51.43,Cert,BSc,1,Medicine,BC,2011,11,10,7
P001240,1,0,5,82.69,BComm,MEng,1,Arts,Other,1989,14,13,9
P001241,1,1,5,167.11,BSc,BSc,0,Science,BC,2018,15,9,6
P001242,0,1,2,38.7,PhD,BComm,1,Business,BC,1999,20,11,8
P001243,0,0,0,32.09,MA,MA,0,Engineering,QC,2010,7,4,0
P001244,0,1,5,163.0,MEng,MEng,0,Engineering,Other,1993,19,9,9
P001245,1,1,0,37.67,MA,MEng,1,Science,BC,1992,16,10,9
P001246,1,0,4,68.29,BComm,BComm,0,Arts,BC,2009,19,10,9
P001247,1,0,2,92.74,BComm,BComm,0,Engineering,Other,1982,10,6,6
P001248,0,0,0,115.61,BComm,BA,1,Science,BC,2023,9,5,2
P001249,1,0,5,62.99,Cert,PhD,1,Arts,BC,2007,20,7,6
P001250,1,1,4,24.79,BComm,BComm,0,Arts,BC,2017,13,6,6
P001251,0,1,2,145.05,MA,MA,0,Medicine,ON,1985,11,9,7
P001252,0,1,0,43.58,BComm,BComm,0,Science,AB,1989,9,2,2
P001253,0,0,3,40.54,Cert,Cert,0,Arts,ON,2006,8,7,5
P001254,1,1,5,331.89,MA,MEng,1,Arts,Other,2004,10,10,6
P001255,1,1,1,129.86,PhD,MA,1,Medicine,AB,2024,23,11,9
P001256,0,0,0,25.89,Cert,Cert,0,Business,BC,1991,8,0,0
P001257,1,1,0,41.88,MEng,BA,1,Arts,BC,1978,18,11,9
P001258,1,1,4,50.95,Cert,BSc,1,Engineering,ON,2015,6,8,6
P001259,0,1,5,33.52,Cert,Cert,0,Engineering,Other,2009,22,11,7
P001260,0,1,0,12.69,BComm,BComm,0,Science,ON,1987,6,4,1
P001261,1,1,0,121.73,BComm,BComm,0,Arts,BC,2018,11,13,9
P001262,1,1,3,119.09,MA,MA,0,Arts,ON,1987,21,11,8
P001263,0,1,3,76.51,MEng,MEng,0,Arts,ON,1983,13,12,8
P001264,1,1,2,44.74,BA,MEng,1,Science,BC,1997,18,7,7
P001265,1,1,1,74.49,MEng,MEng,0,Science,BC,2015,21,12,9
P001266,0,1,5,106.14,MEng,MEng,0,Engineering,BC,2003,11,12,9
P001267,0,1,5,26.27,BSc,MEng,1,Business,BC,1984,12,6,6
P001268,0,1,1,47.38,BComm,BComm,0,Science,ON,2007,14,4,4
P001269,1,0,1,39.24,Cert,MEng,1,Science,QC,1977,13,10,7
P001270,1,0,4,111.32,MBA,BA,1,Engineering,BC,1977,22,9,6
P001271,1,0,2,77.56,BComm,PhD,1,Science,QC,1978,15,11,7
P001272,1,0,5,21.23,MA,MA,0,Arts,BC,1995,15,11,8
P001273,1,0,5,37.39,Cert,Cert,0,Engineering,BC,2013,15,8,7
P001274,0,1,0,270.45,BSc,BSc,0,Engineering,QC,1996,8,3,1
P001275,1,0,1,27.87,MA,MA,0,Engineering,BC,2006,15,6,3
P001276,1,1,4,70.69,BComm,BComm,0,Arts,BC,1995,13,8,7
P001277,0,1,0,36.98,MA,MA,0,Medicine,ON,1998,9,5,2
P001278,0,1,0,175.52,Cert,MA,1,Medicine,ON,2012,13,5,3
P001279,1,0,1,59.11,MA,MEng,1,Business,BC,1984,15,8,7
P001280,1,0,4,43.38,BA,BA,0,Science,BC,1975,14,6,6
P001281,1,1,5,23.51,BSc,MA,1,Engineering,Other,1997,9,7,6
P001282,0,0,5,50.84,MEng,MEng,0,Business,BC,2024,20,8,8
P001283,1,0,1,123.86,BSc,BSc,0,Science,BC,2020,8,10,7
P001284,1,1,0,108.82,Cert,Cert,0,Medicine,BC,1993,16,5,5
P001285,1,0,1,20.78,MA,MA,0,Medicine,BC,2013,14,9,5
P001286,1,1,5,226.98,BSc,BSc,0,Business,ON,1982,9,9,7
P001287,0,0,4,50.75,MA,Cert,1,Medicine,BC,1981,9,8,8
P001288,1,0,2,25.98,BComm,BComm,0,Engineering,ON,1989,21,10,6
P001289,0,1,3,69.17,BSc,Cert,1,Medicine,Other,2004,18,11,9
P001290,0,1,1,37.15,BComm,BComm,0,Engineering,BC,1977,20,6,5
P001291,0,0,4,38.5,BSc,BSc,0,Science,BC,2004,15,8,7
P001292,1,0,5,36.83,BComm,BComm,0,Business,ON,1988,17,10,9
P001293,0,0,3,57.68,MBA,MBA,0,Medicine,BC,2010,11,9,7
P001294,1,1,2,41.06,BSc,BSc,0,Engineering,AB,2000,16,13,9
P001295,0,0,1,15.06,BComm,BComm,0,Science,QC,1997,3,3,1
P001296,0,0,1,95.74,BComm,Cert,1,Engineering,BC,1975,11,3,1
P001297,0,1,4,40.32,BSc,BSc,0,Engineering,BC,2020,13,9,8
P001298,0,0,1,167.2,MEng,MEng,0,Medicine,BC,2022,12,5,5
P001299,0,1,2,96.72,BA,BA,0,Science,ON,2008,10,7,3
P001300,1,1,5,103.42,BSc,BSc,0,Engineering,BC,2003,21,13,9
P001301,1,0,5,72.14,Cert,Cert,0,Arts,ON,2023,14,9,9
P001302,1,0,5,181.41,BSc,BSc,0,Science,AB,1991,12,12,8
P001303,0,1,0,47.31,MBA,MEng,1,Engineering,ON,2002,13,3,3
P001304,0,0,2,27.26,MBA,MBA,0,Arts,ON,2000,13,5,4
P001305,1,1,2,82.52,Cert,Cert,0,Engineering,BC,1986,12,8,6
P001306,1,0,2,6.53,BComm,MEng,1,Business,BC,1981,16,11,7
P001307,0,1,3,45.69,BSc,BSc,0,Science,BC,1983,19,12,8
P001308,0,0,3,74.05,PhD,BComm,1,Engineering,BC,1999,20,9,7
P001309,1,0,3,43.93,MBA,MBA,0,Engineering,ON,1983,11,8,6
P001310,0,0,5,175.35,BSc,BSc,0,Medicine,BC,1986,17,10,8
P001311,0,1,3,110.68,BSc,BSc,0,Medicine,BC,1977,8,11,7
P001312,1,0,0,68.04,BA,BA,0,Medicine,ON,1977,15,8,5
P001313,0,1,1,44.49,MEng,MEng,0,Science,BC,2007,12,6,5
P001314,0,1,4,153.24,PhD,BComm,1,Arts,QC,1980,13,8,8
P001315,0,0,4,35.33,MA,MA,0,Business,AB,2007,17,9,6
P001316,0,0,5,43.9,BComm,MA,1,Arts,BC,2016,15,8,7
P001317,1,0,3,114.82,MA,MA,0,Arts,ON,1983,13,7,7
P001318,0,1,2,101.3,MA,MBA,1,Arts,ON,1985,14,7,6
P001319,1,0,5,332.95,BSc,BSc,0,Science,BC,2007,22,7,6
P001320,0,1,2,51.74,BA,BA,0,Business,ON,2012,9,3,3
P001321,1,0,0,13.07,Cert,Cert,0,Business,BC,1991,13,7,4
P001322,0,1,5,106.72,BComm,BComm,0,Business,BC,1991,20,11,8
P001323,1,0,2,174.9,MA,MA,0,Business,QC,1993,19,13,9
P001324,0,0,2,53.97,BA,BA,0,Medicine,QC,1995,4,3,1
P001325,0,0,4,224.27,MBA,MBA,0,Business,BC,2008,10,9,7
P001326,0,1,2,269.35,MA,MA,0,Arts,BC,2007,9,11,7
P001327,1,1,5,35.66,Cert,Cert,0,Medicine,ON,2005,17,8,6
P001328,0,0,5,41.54,MA,MA,0,Arts,AB,1983,13,9,6
P001329,1,1,1,21.96,BComm,MA,1,Medicine,BC,1994,23,12,9
P001330,0,0,2,96.77,Cert,Cert,0,Engineering,BC,1990,12,4,1
P001331,0,0,0,111.89,Cert,Cert,0,Science,BC,1991,5,4,0
P001332,0,1,3,101.84,BComm,BComm,0,Medicine,AB,1994,14,9,6
P001333,0,1,2,22.29,BA,BA,0,Business,Other,1986,6,8,4
P001334,1,1,1,32.87,Cert,Cert,0,Engineering,AB,1984,17,10,6
P001335,1,0,0,18.93,MBA,MBA,0,Arts,BC,2012,16,9,5
P001336,1,0,4,16.3,BComm,BComm,0,Science,ON,2005,21,9,8
P001337,1,0,0,20.29,MA,MA,0,Business,QC,1992,13,7,4
P001338,0,0,2,16.72,Cert,BComm,1,Science,BC,2017,10,8,5
P001339,0,1,3,53.06,BComm,MEng,1,Business,BC,2000,16,8,6
P001340,1,1,4,87.48,Cert,Cert,0,Medicine,ON,2007,14,10,7
P001341,1,0,1,103.31,MEng,MEng,0,Science,BC,2005,7,6,4
P001342,1,0,2,60.62,MEng,MEng,0,Engineering,QC,2016,15,8,7
P001343,1,0,4,35.4,BComm,BComm,0,Science,ON,1986,15,10,7
P001344,0,0,5,61.1,Cert,MBA,1,Science,BC,1986,21,12,8
P001345,0,1,5,98.6,Cert,Cert,0,Medicine,BC,1997,7,10,6
P001346,0,0,3,48.24,BComm,BComm,0,Science,BC,2002,14,5,4
P001347,1,0,1,64.34,PhD,PhD,0,Engineering,AB,2018,12,8,7
P001348,1,0,5,47.83,BSc,MEng,1,Medicine,BC,1983,19,13,9
P001349,1,1,4,39.95,BComm,BComm,0,Engineering,BC,2020,20,8,8
P001350,0,0,2,63.31,MBA,PhD,1,Medicine,ON,2015,16,7,5
P001351,1,1,4,24.51,PhD,PhD,0,Arts,AB,2013,13,10,8
P001352,1,1,4,146.49,MEng,MEng,0,Medicine,BC,1989,11,7,7
P001353,0,0,0,16.96,BComm,BComm,0,Science,ON,1985,15,4,0
P001354,0,1,1,89.98,Cert,Cert,0,Business,QC,2010,12,6,4
P001355,1,0,5,20.01,BSc,BSc,0,Business,BC,1982,14,7,7
P001356,1,0,3,213.66,MBA,MBA,0,Engineering,BC,1984,12,9,8
P001357,0,1,0,125.89,BSc,BSc,0,Science,ON,2007,5,2,1
P001358,1,1,3,31.49,Cert,BSc,1,Arts,ON,1988,21,7,6
P001359,1,0,2,42.44,MBA,MBA,0,Engineering,Other,2024,15,10,7
P001360,1,1,1,24.26,PhD,PhD,0,Arts,ON,1978,7,11,7
P001361,0,1,0,58.59,Cert,Cert,0,Engineering,AB,2012,13,4,2
P001362,0,1,3,86.26,MEng,Cert,1,Medicine,BC,2001,11,9,9
P001363,0,0,1,504.76,PhD,PhD,0,Business,ON,2020,18,6,5
P001364,1,0,5,19.94,BA,BA,0,Engineering,ON,2000,19,11,9
P001365,0,1,1,170.81,BA,BA,0,Science,AB,2009,11,8,4
P001366,0,1,1,38.03,MA,BA,1,Medicine,ON,1981,18,7,5
P001367,1,1,0,77.11,MEng,MEng,0,Business,BC,1984,15,8,7
P001368,1,0,2,126.73,Cert,MEng,1,Arts,BC,1989,7,6,6
P001369,1,1,1,96.12,BSc,BSc,0,Engineering,ON,1997,11,10,7
P001370,0,1,5,87.03,BA,BA,0,Business,BC,2021,20,6,6
P001371,0,1,4,52.24,BSc,BSc,0,Business,ON,1977,15,12,9
P001372,0,0,2,61.02,Cert,Cert,0,Arts,QC,2004,15,6,2
P001373,0,1,5,69.67,MBA,MBA,0,Science,BC,2014,18,10,8
P001374,1,0,0,164.85,BA,BA,0,Arts,QC,2022,13,7,3
P001375,0,0,1,18.35,MBA,MBA,0,Engineering,BC,2017,7,3,2
P001376,0,1,3,40.99,MA,BA,1,Arts,BC,1984,17,8,7
P001377,1,0,0,22.02,BComm,BA,1,Medicine,BC,1998,9,7,4
P001378,0,1,2,27.79,MA,MA,0,Engineering,QC,2005,14,8,5
P001379,1,0,0,31.85,BSc,BSc,0,Medicine,BC,2017,10,5,3
P001380,1,1,5,151.66,Cert,Cert,0,Business,BC,1983,9,7,6
P001381,1,0,4,358.8,PhD,BA,1,Arts,ON,1975,13,9,8
P001382,0,1,3,187.38,MA,BComm,1,Science,BC,2015,15,11,9
P001383,0,0,5,23.17,BComm,BComm,0,Business,ON,1992,17,8,8
P001384,0,0,4,65.35,MBA,MBA,0,Medicine,Other,1982,22,12,8
P001385,1,0,1,24.14,BComm,PhD,1,Business,ON,1978,12,7,6
P001386,0,1,2,88.62,BSc,BA,1,Arts,BC,1997,12,12,9
P001387,0,1,3,174.82,BComm,BComm,0,Science,ON,1996,15,9,8
P001388,0,1,5,99.61,MBA,PhD,1,Science,BC,1988,9,7,6
P001389,0,0,1,125.74,BA,BA,0,Engineering,BC,2008,15,5,2
P001390,0,0,4,54.42,BA,BA,0,Business,BC,1985,15,10,7
P001391,0,0,5,12.16,MA,MA,0,Engineering,BC,2022,15,9,8
P001392,1,1,0,12.03,MA,Cert,1,Arts,AB,2010,10,8,7
P001393,0,0,1,56.64,MA,MA,0,Arts,ON,1979,10,4,2
P001394,1,1,3,98.53,MA,MA,0,Engineering,AB,2011,17,9,9
P001395,1,0,2,174.63,BSc,BSc,0,Medicine,BC,1987,20,8,8
P001396,1,0,5,46.13,BComm,BComm,0,Science,Other,1994,22,7,7
P001397,1,0,2,65.31,BComm,MBA,1,Science,ON,1978,22,10,7
P001398,1,0,3,75.8,MBA,BSc,1,Engineering,ON,2012,16,8,8
P001399,1,0,1,147.21,Cert,Cert,0,Business,BC,1976,16,9,5
P001400,0,0,5,57.99,MBA,MBA,0,Arts,ON,1975,10,9,6
P001401,1,0,3,24.97,BSc,BSc,0,Engineering,BC,1986,19,11,7
P001402,1,0,1,149.53,Cert,Cert,0,Medicine,BC,1985,17,4,3
P001403,1,1,5,86.12,BSc,BSc,0,Medicine,BC,2024,12,9,9
P001404,1,0,3,84.1,BA,MBA,1,Medicine,BC,2014,20,9,8
P001405,1,1,2,21.59,Cert,Cert,0,Science,BC,1998,21,6,6
P001406,1,0,3,61.04,BComm,BComm,0,Engineering,BC,2018,23,11,9
P001407,0,0,1,14.95,MBA,PhD,1,Arts,BC,2011,16,9,5
P001408,1,1,1,11.8,BComm,BA,1,Engineering,BC,1975,25,12,9
P001409,1,0,1,50.54,BA,MA,1,Business,QC,1981,11,8,7
P001410,1,1,4,42.95,Cert,BA,1,Medicine,BC,2020,12,8,7
P001411,0,0,2,97.93,MEng,BA,1,Science,ON,1980,15,4,4
P001412,0,1,2,200.82,MBA,MBA,0,Science,ON,1978,19,11,9
P001413,0,1,4,59.7,BComm,BComm,0,Science,BC,1986,16,10,7
P001414,1,0,3,266.94,Cert,Cert,0,Arts,BC,2003,12,8,7
P001415,1,0,1,37.88,BSc,MBA,1,Science,QC,1977,17,13,9
P001416,0,0,4,114.95,BComm,BComm,0,Medicine,ON,1993,22,10,9
P001417,0,1,5,21.67,MBA,MBA,0,Arts,BC,2013,14,7,6
P001418,0,1,4,68.14,BComm,BComm,0,Arts,BC,1996,13,8,8
P001419,1,1,4,47.36,Cert,Cert,0,Medicine,QC,2001,15,6,6
P001420,1,0,0,51.73,BSc,MA,1,Business,BC,1995,21,10,9
P001421,1,1,2,99.63,BA,BA,0,Business,ON,2013,23,11,7
P001422,1,1,0,13.05,BA,BA,0,Arts,QC,2001,12,6,3
P001423,1,1,0,67.54,BA,BA,0,Science,BC,2003,9,6,3
P001424,0,0,4,31.51,BA,BA,0,Science,BC,2006,11,11,9
P001425,1,0,0,67.62,MEng,Cert,1,Business,ON,2022,12,9,5
P001426,1,1,3,84.81,BComm,BComm,0,Science,ON,1998,17,9,9
P001427,1,1,1,45.28,MBA,MBA,0,Science,AB,2003,15,12,9
P001428,1,1,0,45.23,Cert,Cert,0,Engineering,BC,1982,16,6,5
P001429,0,1,4,23.83,MA,MA,0,Science,BC,2010,20,9,9
P001430,0,0,0,96.41,MBA,PhD,1,Science,AB,1987,6,2,1
P001431,0,0,5,35.35,BSc,BSc,0,Medicine,ON,2021,12,9,6
P001432,0,0,2,88.44,BSc,BSc,0,Medicine,Other,1990,13,7,4
